species_id,name,lat,long,year,period,count,site_name,site_desc
2,Leadbeater's Possum,-37.475,145.875,2006,2000-2010,3,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.475,145.89167,2006,2000-2010,4,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.475,145.89167,2006,2000-2010,2,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.50833,145.875,2006,2000-2010,6,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.50833,145.875,2006,2000-2010,7,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.50833,145.875,2006,2000-2010,2,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.49167,145.875,2006,2000-2010,5,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.50833,145.875,2006,2000-2010,7,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.49167,145.875,2006,2000-2010,6,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.49167,145.89167,2006,2000-2010,5,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.49167,145.875,2006,2000-2010,4,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.48772,145.88313,2005,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.47149,145.88224,2005,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.47229,145.87205,2005,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.50393,145.88176,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.49218,145.87854,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.47956,145.8776,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.50303,145.88177,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.47871,145.88327,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.50122,145.88067,2004,2000-2010,2, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48407,145.87866,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.4768,145.87199,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48511,145.89335,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48325,145.88659,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48784,145.89557,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.46408,145.862,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48415,145.88658,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48862,145.88312,2004,2000-2010,3, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.53931,145.81219,2004,2000-2010,1, ,Tommy's Bend Rd 2.2km from Marysville Rd
2,Leadbeater's Possum,-37.53933,145.81445,2004,2000-2010,2, ,Tommy's Bend Rd 2.0km from Marysville Rd
2,Leadbeater's Possum,-37.54293,145.81439,2004,2000-2010,2, ,Tommy's Bend Rd 2.0km from Marysville Rd
2,Leadbeater's Possum,-37.50525,145.927,2004,2000-2010,1, ,Cambarville Rd: 100m from Sandstone Rd
2,Leadbeater's Possum,-37.4749,145.5363,2004,2000-2010,1,801,Kalatha Forest Management Block
2,Leadbeater's Possum,-37.46408,145.862,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.50029,145.87842,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48415,145.88658,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48325,145.88659,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.50665,145.88285,2003,2000-2010,1, ,adbeater nest present
2,Leadbeater's Possum,-37.48511,145.89335,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48407,145.87866,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.47781,145.88328,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48784,145.89557,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.47679,145.87086,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.50303,145.88177,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.50122,145.88067,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.48137,145.8787,2003,2000-2010,1, ,Yarra Ranges National Park
2,Leadbeater's Possum,-37.53054,145.51581,2003,2000-2010,1, ,Sylvia Creek Rd: 50m North of Coles Creek Rd Inter
2,Leadbeater's Possum,-37.53662,145.81449,2003,2000-2010,2, ,Yellow Dog Rd: 150m from Tommy's Bend Rd
2,Leadbeater's Possum,-37.4787,145.5222,2003,2000-2010,5,800,Kalatha Forest Management Block
2,Leadbeater's Possum,-37.44971,145.69264,2003,2000-2010,1, ,Buxton Silver Gum Reserve
2,Leadbeater's Possum,-37.3942,145.8089,2003,2000-2010,3,25,Cathedral Forest Management Block
2,Leadbeater's Possum,-37.47685,145.87764,2002,2000-2010,6, ,Muster Link Ski Trail Lake Mountain
2,Leadbeater's Possum,-37.44925,145.69208,2002,2000-2010,1,Buxton Silver Gum NCR,Buxton Silver Gum Reserve
2,Leadbeater's Possum,-37.4483,145.69432,2002,2000-2010,1,Silver Gum Reserve,Silver Gum Reserve: Buxton
2,Leadbeater's Possum,-37.5227,145.77511,2002,2000-2010,1, ,Yellow Dog Road & picnic area
2,Leadbeater's Possum,-37.4749,145.5363,2002,2000-2010,1,801,Kalatha Forest Management Block
2,Leadbeater's Possum,-37.47235,145.87771,2002,2000-2010,1, ,Panorama Trail  60 m north of Crossways Lake Mountain
2,Leadbeater's Possum,-37.47594,145.87652,2002,2000-2010,1, ,Muster Trail
2,Leadbeater's Possum,-37.47594,145.87652,2002,2000-2010,1, ,Muster Trail
2,Leadbeater's Possum,-37.48587,145.87751,2002,2000-2010,1, ,Royston Trail  1.2 km north of Gerraty's carpark Lake Mountain
2,Leadbeater's Possum,-37.47594,145.87652,2002,2000-2010,1, ,Muster Trail
2,Leadbeater's Possum,-37.47685,145.87764,2002,2000-2010,1, ,Muster Trail Lake Mountain
2,Leadbeater's Possum,-37.3942,145.8089,2002,2000-2010,4,25,Cathedral Forest Management Block
2,Leadbeater's Possum,-37.4625,145.5579,2002,2000-2010,1,802,Kalatha Forest Management Block
2,Leadbeater's Possum,-37.4787,145.5222,2002,2000-2010,1,800,Kalatha Forest Management Block
2,Leadbeater's Possum,-37.4664,145.5632,2002,2000-2010,1,803,Kalatha Forest Management Block
2,Leadbeater's Possum,-37.46532,145.56233,2001,2000-2010,1, ,Kalatha Track: Toolangi State Forest
2,Leadbeater's Possum,-37.46532,145.56233,2001,2000-2010,2, ,Kalatha Track: Toolangi State Forest
2,Leadbeater's Possum,-37.46532,145.56233,2001,2000-2010,1, ,Kalatha Track: Toolangi State Forest
2,Leadbeater's Possum,-37.5428,145.8161,2001,2000-2010,1,806,Steavenson Forest Management Block
2,Leadbeater's Possum,-37.5341,145.8166,2001,2000-2010,1,8,Steavenson Forest Management Block
2,Leadbeater's Possum,-37.5227,145.77511,2001,2000-2010,1, ,Yellow Dog Road & picnic area
2,Leadbeater's Possum,-37.4575,145.74564,2001,2000-2010,1, ,Eagles Nest Road: Buxton
2,Leadbeater's Possum,-37.51789,145.74441,2001,2000-2010,1,Marysville,Beauty Spot walk
2,Leadbeater's Possum,-37.4787,145.5222,2000,2000-2010,3,800,Kalatha Forest Management Block
2,Leadbeater's Possum,-37.4664,145.5632,2000,2000-2010,1,803,Kalatha Forest Management Block
2,Leadbeater's Possum,-37.4575,145.74564,2000,2000-2010,1, ,Eagles Nest Road: Buxton
2,Leadbeater's Possum,-37.4787,145.5222,2000,2000-2010,2,800,Kalatha Forest Management Block
2,Leadbeater's Possum,-37.7856,145.82926,2020,2011-2020,1,344-511-0006,"YarraTributaries FR, Brahams Rd"
2,Leadbeater's Possum,-37.78949,145.83999,2020,2011-2020,1,344-511-0006,"YarraTributaries FR, Brahams Rd"
2,Leadbeater's Possum,-37.79028,145.84039,2020,2011-2020,1,344-511-0006,"YarraTributaries FR, Brahams Rd"
2,Leadbeater's Possum,-37.78604,145.82954,2020,2011-2020,1,344-511-0006,"YarraTributaries FR, Brahams Rd"
2,Leadbeater's Possum,-37.78666,145.82981,2020,2011-2020,1,344-511-0006,"YarraTributaries FR, Brahams Rd"
2,Leadbeater's Possum,-37.83203,145.71527,2020,2011-2020,1,346-508-0003,"Black Sand Creek WF, Blacksands Rd"
2,Leadbeater's Possum,-37.82784,145.71275,2020,2011-2020,1,346-508-0003,"Black Sand Creek WF, Blacksands Rd"
2,Leadbeater's Possum,-37.62305,146.0985,2020,2011-2020,1,320-502-0012,"Big River SF, Oaks Tk, Cambarville"
2,Leadbeater's Possum,-37.63907,146.08111,2020,2011-2020,1,320-501-0023,"Big River SF, Oaks River"
2,Leadbeater's Possum,-37.64011,146.08045,2020,2011-2020,1,320-501-0023,"Big River SF, Oaks River"
2,Leadbeater's Possum,-37.56052,146.15702,2020,2011-2020,1,318-512-0044,"Big River SF, Browm Creek Tk, Matlock"
2,Leadbeater's Possum,-37.56555,146.15681,2020,2011-2020,1,318-512-0044,"Big River SF, Browm Creek Tk, Matlock"
2,Leadbeater's Possum,-37.56029,146.15753,2020,2011-2020,1,318-512-0044,"Big River SF, Browm Creek Tk, Matlock"
2,Leadbeater's Possum,-37.56506,146.15523,2020,2011-2020,1,318-512-0044,"Big River SF, Browm Creek Tk, Matlock"
2,Leadbeater's Possum,-37.56558,146.15618,2020,2011-2020,1,318-512-0044,"Big River SF, Browm Creek Tk, Matlock"
2,Leadbeater's Possum,-37.55908,146.16107,2020,2011-2020,1,318-512-0044,"Big River SF, Browm Creek Tk, Matlock"
2,Leadbeater's Possum,-37.83477,145.71458,2020,2011-2020,1,346-508-0003,"Yarra SF, Blacksands Rd"
2,Leadbeater's Possum,-37.60223,146.07326,2020,2011-2020,1,317-504-0007,"Big River SF, Oaks Tk, Cambarville"
2,Leadbeater's Possum,-37.58948,146.08499,2020,2011-2020,1,317-503-0001,"Frenchmans Spur Tk, Cambarville"
2,Leadbeater's Possum,-37.58747,146.08483,2020,2011-2020,1,317-503-0001,"Frenchmans Spur Tk, Cambarville"
2,Leadbeater's Possum,-37.58693,146.08501,2020,2011-2020,1,317-503-0001,"Frenchmans Spur Tk, Cambarville"
2,Leadbeater's Possum,-37.58439,146.08007,2020,2011-2020,1,317-503-0003,"Big River SF, Frenchmans Spur Tk, Cambarville"
2,Leadbeater's Possum,-37.58397,146.08142,2020,2011-2020,1,317-503-0003,"Big River SF, Frenchmans Spur Tk, Cambarville"
2,Leadbeater's Possum,-37.58407,146.08078,2020,2011-2020,1,317-503-0003,"Big River SF, Frenchmans Spur Tk, Cambarville"
2,Leadbeater's Possum,-37.58578,146.08275,2020,2011-2020,1,317-503-0003,"Big River SF, Frenchmans Spur Tk, Cambarville"
2,Leadbeater's Possum,-37.63997,146.07736,2020,2011-2020,1,320-502-0029,"Big River SF, Cambarville"
2,Leadbeater's Possum,-37.90797,145.73735,2020,2011-2020,1,350-503-0006,Head Creek Track
2,Leadbeater's Possum,-37.90849,145.73669,2020,2011-2020,1,350-503-0006,Head Creek Track
2,Leadbeater's Possum,-37.90777,145.73082,2020,2011-2020,1,350-503-0006,Head Creek Track
2,Leadbeater's Possum,-37.6173,146.0509,2020,2011-2020,1,317-505-0012,Oaks Track
2,Leadbeater's Possum,-37.6243,146.06096,2020,2011-2020,1,320-502-0034,Oaks Track
2,Leadbeater's Possum,-37.6219,146.05092,2020,2011-2020,1,320-502-0033,Oaks Track
2,Leadbeater's Possum,-37.62318,146.05368,2020,2011-2020,1,320-502-0033,Oaks Track
2,Leadbeater's Possum,-37.63493,146.07836,2020,2011-2020,1,320-502-0030,Oaks Track
2,Leadbeater's Possum,-37.63445,146.0789,2020,2011-2020,1,320-502-0030,Oaks Track
2,Leadbeater's Possum,-37.63638,146.07578,2020,2011-2020,1,320-502-0030,Oaks Track
2,Leadbeater's Possum,-37.63701,146.07653,2020,2011-2020,1,320-502-0030,Oaks Track
2,Leadbeater's Possum,-37.63801,146.07981,2020,2011-2020,1,320-502-0029,Oaks Track
2,Leadbeater's Possum,-37.63866,146.07992,2020,2011-2020,1,320-502-0029,Oaks Track
2,Leadbeater's Possum,-37.63776,146.08034,2020,2011-2020,1,320-502-0029,Oaks Track
2,Leadbeater's Possum,-37.82145,145.76727,2020,2011-2020,1,345-506-0010,Blacksands Road
2,Leadbeater's Possum,-37.85833,145.50833,2020,2011-2020,3,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.85833,145.50833,2020,2011-2020,3,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.82342,145.77167,2020,2011-2020,1,Blacksands Road POWELLTOWN,Blacksands Road POWELLTOWN
2,Leadbeater's Possum,-37.82676,145.77875,2020,2011-2020,1,Blacksands Road POWELLTOWN,Blacksands Road POWELLTOWN
2,Leadbeater's Possum,-37.82575,145.77404,2020,2011-2020,1,Blacksands Road POWELLTOWN,Blacksands Road POWELLTOWN
2,Leadbeater's Possum,-37.82434,145.77171,2020,2011-2020,1,Blacksands Road POWELLTOWN,Blacksands Road POWELLTOWN
2,Leadbeater's Possum,-37.8259,145.77428,2020,2011-2020,1,Blacksands Road POWELLTOWN,Blacksands Road POWELLTOWN
2,Leadbeater's Possum,-37.6329,146.06613,2020,2011-2020,1,320-502-0035,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.63335,146.06615,2020,2011-2020,1,320-502-0035,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.626,146.06375,2020,2011-2020,1,320-502-0035,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.63073,146.06613,2020,2011-2020,1,320-502-0035,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.63025,146.06672,2020,2011-2020,1,320-502-0035,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.63084,146.06547,2020,2011-2020,1,320-502-0035,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.63314,146.06564,2020,2011-2020,1,320-502-0035,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.80833,145.89167,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.775,145.89167,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.84167,145.80833,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.825,145.80833,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.79167,145.80833,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.79167,145.725,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.79167,145.725,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.6232,146.07253,2020,2011-2020,1,320-502-0032,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.62362,146.06913,2020,2011-2020,1,320-502-0036,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.62667,146.06919,2020,2011-2020,1,320-502-0036,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.6138,146.05636,2020,2011-2020,1,317-505-0011,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.61204,146.05769,2020,2011-2020,1,317-505-0011,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.63085,146.07351,2020,2011-2020,1,320-502-0031,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.63054,146.07429,2020,2011-2020,1,320-502-0031,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.62984,146.07437,2020,2011-2020,1,320-502-0031,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.63345,146.06922,2020,2011-2020,1,320-502-0031,"Warburton-Woods Point Road, Matlock"
2,Leadbeater's Possum,-37.78941,145.79041,2020,2011-2020,1,345-515-0005,"Mississippi Fireline, Warburton"
2,Leadbeater's Possum,-37.78989,145.79101,2020,2011-2020,1,345-515-0005,"Mississippi Fireline, Warburton"
2,Leadbeater's Possum,-37.78678,145.80165,2020,2011-2020,1,345-515-0005,"Mississippi Fireline, Warburton"
2,Leadbeater's Possum,-37.53769,145.92154,2020,2011-2020,1,312-512-0012,"Messmate Ridge Road, Cambarville"
2,Leadbeater's Possum,-37.53549,145.9141,2020,2011-2020,1,312-512-0012,"Messmate Ridge Road, Cambarville"
2,Leadbeater's Possum,-37.53732,145.92249,2020,2011-2020,1,312-512-0012,"Messmate Ridge Road, Cambarville"
2,Leadbeater's Possum,-37.5365,145.92206,2020,2011-2020,1,312-512-0012,"Messmate Ridge Road, Cambarville"
2,Leadbeater's Possum,-37.69167,145.575,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.70833,145.575,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.725,145.575,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.54965,145.92586,2020,2011-2020,1,313-503-0012,"Big River Road, Marysville"
2,Leadbeater's Possum,-37.56008,145.92294,2020,2011-2020,1,313-503-0009,"Warburton-Woods Point Road, Marysville"
2,Leadbeater's Possum,-37.57191,145.92289,2020,2011-2020,1,313-503-0003,Warburton-Woods Point Road
2,Leadbeater's Possum,-37.5669,145.92221,2020,2011-2020,1,313-503-0009,"Warburton-Woods Point Road, Marysville"
2,Leadbeater's Possum,-37.55734,145.92011,2020,2011-2020,2,313-503-0002,"Big River Road, Marysville"
2,Leadbeater's Possum,-37.5536,145.92432,2020,2011-2020,1,313-503-0002,"Big River Road, Marysville"
2,Leadbeater's Possum,-37.85833,145.50833,2020,2011-2020,5,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.85833,145.49167,2020,2011-2020,4,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.85833,145.50833,2020,2011-2020,4,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.59129,146.07373,2020,2011-2020,1,317-504-0003,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.60015,146.08728,2020,2011-2020,1,317-504-0004,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.59984,146.08797,2020,2011-2020,1,317-504-0004,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.60176,146.08139,2020,2011-2020,2,317-504-0005,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.66173,145.59906,2020,2011-2020,1,2046A,Yarra Ranges NP_Maroondah catchment_Rd 44
2,Leadbeater's Possum,-37.66223,145.59856,2020,2011-2020,1,2046B,Yarra Ranges NP_Maroondah catchment_Rd 44
2,Leadbeater's Possum,-37.64579,145.65614,2020,2011-2020,1,1790B,Yarra Ranges NP_Maroondah catchment_Rd 50
2,Leadbeater's Possum,-37.65715,145.61726,2020,2011-2020,1,1807A,Yarra Ranges NP_Maroondah catchment_Rd 6
2,Leadbeater's Possum,-37.55913,145.87876,2020,2011-2020,1,517C,Yarra Ranges NP_Marysville-Woods Point Rd
2,Leadbeater's Possum,-37.60116,145.84267,2020,2011-2020,1,276C,Yarra Ranges NP_O'Shannassy catchment_Rd 12
2,Leadbeater's Possum,-37.61047,145.8449,2020,2011-2020,1,14A,Yarra Ranges NP_O'Shannassy catchment_Rd 12
2,Leadbeater's Possum,-37.64685,145.8235,2020,2011-2020,1,291C,Yarra Ranges NP_O'Shannassy catchment_Rd 1
2,Leadbeater's Possum,-37.63655,146.11672,2020,2011-2020,1,320-501-0027,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.63657,146.11823,2020,2011-2020,1,320-501-0027,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.79167,145.80833,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.79167,145.70833,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.79167,145.80833,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.70833,145.64167,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.70833,145.64167,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.53673,146.17135,2020,2011-2020,1,318-512-0045_2A,"Corn Hill Rd, Big River State Forest"
2,Leadbeater's Possum,-37.825,145.80833,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.80833,145.825,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.775,145.89167,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.775,145.89167,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.775,145.89167,2020,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.6038,146.13532,2020,2011-2020,1,320-503-0025_1A,"Frenchmans Spur Track, Big River State Forest"
2,Leadbeater's Possum,-37.60635,146.14154,2020,2011-2020,1,320-503-0025_3C,"Frenchmans Spur Track, Big River State Forest"
2,Leadbeater's Possum,-37.81969,145.77029,2019,2011-2020,1,Fitzie's Hat,"Blacksands Road, Powelltown"
2,Leadbeater's Possum,-37.82096,145.77372,2019,2011-2020,1,Fitzie's Hat,"Blacksands Road, Powelltown"
2,Leadbeater's Possum,-37.64737,145.72608,2019,2011-2020,2,Acheron2,Bridge_Acheron Way
2,Leadbeater's Possum,-37.6476,145.72641,2019,2011-2020,1,Acheron2,Bridge_Acheron Way
2,Leadbeater's Possum,-37.59613,146.15494,2019,2011-2020,1,Souffle,"Frenchmans Spur Tk, Matlock"
2,Leadbeater's Possum,-37.59569,146.15467,2019,2011-2020,1,Souffle,"Frenchmans Spur Tk, Matlock"
2,Leadbeater's Possum,-37.59661,146.15483,2019,2011-2020,1,Souffle,"Frenchmans Spur Tk, Matlock"
2,Leadbeater's Possum,-37.56292,146.07006,2019,2011-2020,2,7251B,Big River SF_Boundary Tk
2,Leadbeater's Possum,-37.56226,146.07007,2019,2011-2020,2,7251C,Big River SF_Boundary Tk
2,Leadbeater's Possum,-37.59725,146.04968,2019,2011-2020,1,7998B,Big River SF_Oaks Tk
2,Leadbeater's Possum,-37.59714,146.05077,2019,2011-2020,1,7998C,Big River SF_Oaks Tk
2,Leadbeater's Possum,-37.59444,146.04383,2019,2011-2020,1,7982B,Big River SF_Oaks Tk
2,Leadbeater's Possum,-37.59764,146.05016,2019,2011-2020,1,7998A,Big River SF_Oaks Tk
2,Leadbeater's Possum,-37.59409,146.04418,2019,2011-2020,1,7982A,Big River SF_Oaks Tk
2,Leadbeater's Possum,-37.70833,145.675,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.70833,145.69167,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.75757,145.83656,2019,2011-2020,1,Hector,"Little Flume Rd, 7.9km E Big Pats Creek"
2,Leadbeater's Possum,-37.77375,145.84403,2019,2011-2020,1,Deadpond,"Road 13, 8.6km E Big Pats Creek"
2,Leadbeater's Possum,-37.77264,145.8499,2019,2011-2020,1,Deadpond,"Road 13, 8.6km E Big Pats Creek"
2,Leadbeater's Possum,-37.77381,145.84488,2019,2011-2020,1,Deadpond,"Road 13, 8.6km E Big Pats Creek"
2,Leadbeater's Possum,-37.54365,145.89797,2019,2011-2020,1,Hoodini,"Cambarville Road, Cambarville"
2,Leadbeater's Possum,-37.54316,145.89829,2019,2011-2020,1,Hoodini,"Cambarville Road, Cambarville"
2,Leadbeater's Possum,-37.54274,145.89862,2019,2011-2020,1,Hoodini,"Cambarville Road, Cambarville"
2,Leadbeater's Possum,-37.54591,145.90238,2019,2011-2020,1,Hoodini,"Cambarville Road, Cambarville"
2,Leadbeater's Possum,-37.60864,146.04958,2019,2011-2020,1,Fruity Lexia,"Oaks Tk, Cambarville"
2,Leadbeater's Possum,-37.60683,146.05214,2019,2011-2020,1,Fruity Lexia,"Oaks Tk, Cambarville"
2,Leadbeater's Possum,-37.60999,146.04348,2019,2011-2020,1,Fruity Lexia,"Oaks Tk, Cambarville"
2,Leadbeater's Possum,-37.60718,146.05168,2019,2011-2020,1,Fruity Lexia,"Oaks Tk, Cambarville"
2,Leadbeater's Possum,-37.54233,145.90859,2019,2011-2020,1,More Energy,"Cambarville Rd, Cambarville"
2,Leadbeater's Possum,-37.54158,145.90811,2019,2011-2020,1,More Energy,"Cambarville Rd, Cambarville"
2,Leadbeater's Possum,-37.53733,145.91254,2019,2011-2020,1,More Energy,"Cambarville Rd, Cambarville"
2,Leadbeater's Possum,-37.53719,145.91315,2019,2011-2020,1,More Energy,"Cambarville Rd, Cambarville"
2,Leadbeater's Possum,-37.82094,145.77192,2019,2011-2020,1,DELWP Forest Report reference number 2019-0067,"345-506-0008, Yarra State Forest"
2,Leadbeater's Possum,-37.80805,145.80417,2019,2011-2020,1,DELWP Forest Report reference number 2019-0075,"345-504-0005, Yarra State Forest"
2,Leadbeater's Possum,-37.53874,145.9056,2019,2011-2020,1,More Energy,"Cambarville Road, Cambarville"
2,Leadbeater's Possum,-37.84167,145.80833,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.825,145.80833,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.84167,145.80833,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.79167,145.80833,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.84167,145.80833,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.79167,145.80833,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.84167,145.80833,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.80833,145.89167,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.80833,145.89167,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.80833,145.89167,2019,2011-2020,1,Sensitive Record,Location generalised to 1 minute grid
2,Leadbeater's Possum,-37.6349,146.09808,2019,2011-2020,1,The Mailman,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.63473,146.08907,2019,2011-2020,1,The Mailman,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.63576,146.09419,2019,2011-2020,1,The Mailman,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.63547,146.09383,2019,2011-2020,1,The Mailman,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.63408,146.09962,2019,2011-2020,1,The Mailman,"Oaks Track, Cambarville"
2,Leadbeater's Possum,-37.63484,146.10496,2019,2011-2020,1,Dr J,"Oaks Track, Cambarville"
